ID,Depot,SKU,Customer,ActivityDate,Inventory
216,13,40,58,6/2/2017,25
217,13,40,58,7/2/2017,20
218,13,40,58,8/2/2017,23
219,13,40,58,9/2/2017,23
220,13,40,58,10/2/2017,21
221,13,40,58,11/2/2017,21
222,13,40,58,12/2/2017,21
223,13,40,58,13/2/2017,21
224,13,40,58,14/2/2017,16
225,13,40,58,15/2/2017,11
226,13,40,58,16/2/2017,11
227,13,40,58,17/2/2017,8
228,13,40,58,18/2/2017,8
229,13,40,58,19/2/2017,8
230,13,40,58,20/2/2017,23
231,13,40,58,21/2/2017,18
232,13,40,58,22/2/2017,17
233,13,40,58,23/2/2017,17
234,13,40,58,24/2/2017,15
235,13,40,58,25/2/2017,15
236,13,40,58,26/2/2017,15
237,13,40,58,27/2/2017,24
238,13,40,58,28/2/2017,22
239,13,40,58,1/3/2017,20
240,13,40,58,2/3/2017,20
241,13,40,58,3/3/2017,21
242,13,40,58,4/3/2017,21
243,13,40,58,5/3/2017,21
244,13,40,58,6/3/2017,22
245,13,40,58,7/3/2017,14
246,13,40,58,8/3/2017,22
247,13,40,58,9/3/2017,22
248,13,40,58,10/3/2017,20
249,13,40,58,11/3/2017,20
250,13,40,58,12/3/2017,20
251,13,40,58,13/3/2017,19
252,13,40,58,14/3/2017,15
253,13,40,58,15/3/2017,18
254,13,40,58,16/3/2017,18
255,13,40,58,17/3/2017,18
256,13,40,58,18/3/2017,18
257,13,40,58,19/3/2017,18
258,13,40,58,20/3/2017,19
259,13,40,58,21/3/2017,14
260,13,40,58,22/3/2017,13
261,13,40,58,23/3/2017,13
262,13,40,58,24/3/2017,10
263,13,40,58,25/3/2017,10
264,13,40,58,26/3/2017,10
265,13,40,58,27/3/2017,15
266,13,40,58,28/3/2017,11
267,13,40,58,29/3/2017,9
268,13,40,58,30/3/2017,10
269,13,40,58,31/3/2017,10
270,13,41,11,1/1/2017,16
271,13,41,11,2/1/2017,16
272,13,41,11,3/1/2017,15
273,13,41,11,4/1/2017,10
274,13,41,11,5/1/2017,23
275,13,41,11,6/1/2017,16
276,13,41,11,7/1/2017,16
277,13,41,11,8/1/2017,16
278,13,41,11,9/1/2017,15
279,13,41,11,10/1/2017,18
280,13,41,11,11/1/2017,17
281,13,41,11,12/1/2017,17
282,13,41,11,13/1/2017,14
283,13,41,11,14/1/2017,14
284,13,41,11,15/1/2017,13
285,13,41,11,16/1/2017,12
286,13,41,11,17/1/2017,10
287,13,41,11,18/1/2017,15
288,13,41,11,19/1/2017,32
289,13,41,11,20/1/2017,29
290,13,41,11,21/1/2017,29
291,13,41,11,22/1/2017,29
292,13,41,11,23/1/2017,29
293,13,41,11,24/1/2017,24
294,13,41,11,25/1/2017,24
295,13,41,11,26/1/2017,39
296,13,41,11,27/1/2017,37
297,13,41,11,28/1/2017,37
298,13,41,11,29/1/2017,37
299,13,41,11,30/1/2017,34
300,13,41,11,31/1/2017,30
301,13,41,11,1/2/2017,25
302,13,41,11,2/2/2017,24
303,13,41,11,3/2/2017,22
304,13,41,11,4/2/2017,22
305,13,41,11,5/2/2017,22
306,13,41,11,6/2/2017,21
307,13,41,11,7/2/2017,16
308,13,41,11,8/2/2017,16
309,13,41,11,9/2/2017,31
310,13,41,11,10/2/2017,29
311,13,41,11,11/2/2017,29
312,13,41,11,12/2/2017,28
313,13,41,11,13/2/2017,27
314,13,41,11,14/2/2017,24
315,13,41,11,15/2/2017,18
316,13,41,11,16/2/2017,35
317,13,41,11,17/2/2017,34
318,13,41,11,18/2/2017,34
319,13,41,11,19/2/2017,34
320,13,41,11,20/2/2017,33
321,13,41,11,21/2/2017,25
322,13,41,11,22/2/2017,25
323,13,41,11,23/2/2017,43
324,13,41,11,24/2/2017,46
325,13,41,11,25/2/2017,46
326,13,41,11,26/2/2017,46
327,13,41,11,27/2/2017,43
328,13,41,11,28/2/2017,37
329,13,41,11,1/3/2017,34
330,13,41,11,2/3/2017,30
331,13,41,11,3/3/2017,26
332,13,41,11,4/3/2017,26
333,13,41,11,5/3/2017,26
334,13,41,11,6/3/2017,25
335,13,41,11,7/3/2017,20
336,13,41,11,8/3/2017,20
337,13,41,11,9/3/2017,19
338,13,41,11,10/3/2017,16
339,13,41,11,11/3/2017,16
340,13,41,11,12/3/2017,16
341,13,41,11,13/3/2017,16
342,13,41,11,14/3/2017,9
343,13,41,11,15/3/2017,15
344,13,41,11,16/3/2017,18
345,13,41,11,17/3/2017,15
346,13,41,11,18/3/2017,15
347,13,41,11,19/3/2017,14
348,13,41,11,20/3/2017,14
349,13,41,11,21/3/2017,9
350,13,41,11,22/3/2017,9
351,13,41,11,23/3/2017,21
352,13,41,11,24/3/2017,18
353,13,41,11,25/3/2017,18
354,13,41,11,26/3/2017,18
355,13,41,11,27/3/2017,16
356,13,41,11,28/3/2017,14
357,13,41,11,29/3/2017,10
358,13,41,11,30/3/2017,17
359,13,41,11,31/3/2017,14
360,13,42,11,1/1/2017,19
361,13,42,11,2/1/2017,16
362,13,42,11,3/1/2017,16
363,13,42,11,4/1/2017,14
364,13,42,11,5/1/2017,11
365,13,42,11,6/1/2017,17
366,13,42,11,7/1/2017,17
367,13,42,11,8/1/2017,17
368,13,42,11,9/1/2017,23
369,13,42,11,10/1/2017,23
370,13,42,11,11/1/2017,23
371,13,42,11,12/1/2017,23
372,13,42,11,13/1/2017,23
373,13,42,11,14/1/2017,23
374,13,42,11,15/1/2017,23
375,13,42,11,16/1/2017,23
376,13,42,11,17/1/2017,20
377,13,42,11,18/1/2017,21
378,13,42,11,19/1/2017,20
379,13,42,11,20/1/2017,20
380,13,42,11,21/1/2017,20
381,13,42,11,22/1/2017,20
382,13,42,11,23/1/2017,21
383,13,42,11,24/1/2017,21
384,13,42,11,25/1/2017,21
385,13,42,11,26/1/2017,19
386,13,42,11,27/1/2017,19
387,13,42,11,28/1/2017,19
388,13,42,11,29/1/2017,18
389,13,42,11,30/1/2017,17
390,13,42,11,31/1/2017,18
391,13,42,11,1/2/2017,18
392,13,42,11,2/2/2017,17
393,13,42,11,3/2/2017,17
394,13,42,11,4/2/2017,17
395,13,42,11,5/2/2017,17
396,13,42,11,6/2/2017,23
397,13,42,11,7/2/2017,23
398,13,42,11,8/2/2017,19
399,13,42,11,9/2/2017,17
400,13,42,11,10/2/2017,17
401,13,42,11,11/2/2017,17
402,13,42,11,12/2/2017,17
403,13,42,11,13/2/2017,17
404,13,42,11,14/2/2017,17
405,13,42,11,15/2/2017,16
406,13,42,11,16/2/2017,15
407,13,42,11,17/2/2017,15
408,13,42,11,18/2/2017,15
409,13,42,11,19/2/2017,15
410,13,42,11,20/2/2017,21
411,13,42,11,21/2/2017,19
412,13,42,11,22/2/2017,19
413,13,42,11,23/2/2017,19
414,13,42,11,24/2/2017,18
415,13,42,11,25/2/2017,18
416,13,42,11,26/2/2017,17
417,13,42,11,27/2/2017,19
418,13,42,11,28/2/2017,17
419,13,42,11,1/3/2017,15
420,13,42,11,2/3/2017,11
421,13,42,11,3/3/2017,11
422,13,42,11,4/3/2017,11
423,13,42,11,5/3/2017,11
424,13,42,11,6/3/2017,26
425,13,42,11,7/3/2017,23
426,13,42,11,8/3/2017,23
427,13,42,11,9/3/2017,17
428,13,42,11,10/3/2017,15
429,13,42,11,11/3/2017,15
430,13,42,11,12/3/2017,15
431,13,42,11,13/3/2017,15
432,13,42,11,14/3/2017,28
433,13,42,11,15/3/2017,24
434,13,42,11,16/3/2017,20
435,13,42,11,17/3/2017,20
436,13,42,11,18/3/2017,20
437,13,42,11,19/3/2017,20
438,13,42,11,20/3/2017,25
439,13,42,11,21/3/2017,24
440,13,42,11,22/3/2017,22
441,13,42,11,23/3/2017,22
442,13,42,11,24/3/2017,20
443,13,42,11,25/3/2017,20
444,13,42,11,26/3/2017,17
445,13,42,11,27/3/2017,23
446,13,42,11,28/3/2017,20
447,13,42,11,29/3/2017,19
448,13,42,11,30/3/2017,31
449,13,42,11,31/3/2017,31
450,13,44,6,1/1/2017,4
451,13,44,6,2/1/2017,4
452,13,44,6,3/1/2017,4
453,13,44,6,4/1/2017,4
454,13,44,6,5/1/2017,4
455,13,44,6,6/1/2017,4
456,13,44,6,7/1/2017,4
457,13,44,6,8/1/2017,4
458,13,44,6,9/1/2017,4
459,13,44,6,10/1/2017,4
460,13,44,6,11/1/2017,4
461,13,44,6,12/1/2017,4
462,13,44,6,13/1/2017,4
463,13,44,6,14/1/2017,4
464,13,44,6,15/1/2017,4
465,13,44,6,16/1/2017,4
466,13,44,6,17/1/2017,4
467,13,44,6,18/1/2017,4
468,13,44,6,19/1/2017,4
469,13,44,6,20/1/2017,4
470,13,44,6,21/1/2017,4
471,13,44,6,22/1/2017,4
472,13,44,6,23/1/2017,4
473,13,44,6,24/1/2017,6
474,13,44,6,25/1/2017,6
475,13,44,6,26/1/2017,4
476,13,44,6,27/1/2017,4
477,13,44,6,28/1/2017,4
478,13,44,6,29/1/2017,4
479,13,44,6,30/1/2017,4
480,13,44,6,31/1/2017,4
481,13,44,6,1/2/2017,4
482,13,44,6,2/2/2017,4
483,13,44,6,3/2/2017,4
484,13,44,6,4/2/2017,4
485,13,44,6,5/2/2017,4
486,13,44,6,6/2/2017,4
487,13,44,6,7/2/2017,4
488,13,44,6,8/2/2017,4
489,13,44,6,9/2/2017,4
490,13,44,6,10/2/2017,4
491,13,44,6,11/2/2017,4
492,13,44,6,12/2/2017,4
493,13,44,6,13/2/2017,4
494,13,44,6,14/2/2017,4
495,13,44,6,15/2/2017,4
496,13,44,6,16/2/2017,4
497,13,44,6,17/2/2017,4
498,13,44,6,18/2/2017,4
499,13,44,6,19/2/2017,4
500,13,44,6,20/2/2017,4
501,13,44,6,21/2/2017,4
502,13,44,6,22/2/2017,4
503,13,44,6,23/2/2017,62
504,13,44,6,24/2/2017,37
505,13,44,6,25/2/2017,37
506,13,44,6,26/2/2017,34
507,13,44,6,27/2/2017,5
508,13,44,6,28/2/2017,5
509,13,44,6,1/3/2017,4
510,13,44,6,2/3/2017,4
511,13,44,6,3/3/2017,4
512,13,44,6,4/3/2017,4
513,13,44,6,5/3/2017,4
514,13,44,6,6/3/2017,4
515,13,44,6,7/3/2017,4
516,13,44,6,8/3/2017,4
517,13,44,6,9/3/2017,4
518,13,44,6,10/3/2017,4
519,13,44,6,11/3/2017,4
520,13,44,6,12/3/2017,4
521,13,44,6,13/3/2017,4
522,13,44,6,14/3/2017,4
523,13,44,6,15/3/2017,4
524,13,44,6,16/3/2017,4
525,13,44,6,17/3/2017,4
526,13,44,6,18/3/2017,4
527,13,44,6,19/3/2017,4
528,13,44,6,20/3/2017,4
529,13,44,6,21/3/2017,4
530,13,44,6,22/3/2017,4
531,13,44,6,23/3/2017,4
532,13,44,6,24/3/2017,4
533,13,44,6,25/3/2017,4
534,13,44,6,26/3/2017,4
535,13,44,6,27/3/2017,4
536,13,44,6,28/3/2017,4
537,13,44,6,29/3/2017,4
538,13,44,6,30/3/2017,4
539,13,44,6,31/3/2017,5
540,13,44,31,1/1/2017,1
541,13,44,31,2/1/2017,1
542,13,44,31,3/1/2017,1
543,13,44,31,4/1/2017,1
544,13,44,31,5/1/2017,1
545,13,44,31,6/1/2017,1
546,13,44,31,7/1/2017,1
547,13,44,31,8/1/2017,1
548,13,44,31,9/1/2017,1
549,13,44,31,10/1/2017,1
550,13,44,31,11/1/2017,1
551,13,44,31,12/1/2017,1
552,13,44,31,13/1/2017,1
553,13,44,31,14/1/2017,1
554,13,44,31,15/1/2017,1
555,13,44,31,16/1/2017,1
556,13,44,31,17/1/2017,1
557,13,44,31,18/1/2017,1
558,13,44,31,19/1/2017,1
559,13,44,31,20/1/2017,1
560,13,44,31,21/1/2017,1
561,13,44,31,22/1/2017,1
562,13,44,31,23/1/2017,1
563,13,44,31,24/1/2017,1
564,13,44,31,25/1/2017,1
565,13,44,31,26/1/2017,1
566,13,44,31,27/1/2017,1
567,13,44,31,28/1/2017,1
568,13,44,31,29/1/2017,1
569,13,44,31,30/1/2017,1
570,13,44,31,31/1/2017,1
571,13,44,31,1/2/2017,1
572,13,44,31,2/2/2017,1
573,13,44,31,3/2/2017,1
574,13,44,31,4/2/2017,1
575,13,44,31,5/2/2017,1
576,13,44,31,6/2/2017,1
577,13,44,31,7/2/2017,1
578,13,44,31,8/2/2017,1
579,13,44,31,9/2/2017,1
580,13,44,31,10/2/2017,1
581,13,44,31,11/2/2017,1
582,13,44,31,12/2/2017,1
583,13,44,31,13/2/2017,1
584,13,44,31,14/2/2017,1
585,13,44,31,15/2/2017,1
586,13,44,31,16/2/2017,1
587,13,44,31,17/2/2017,1
588,13,44,31,18/2/2017,1
589,13,44,31,19/2/2017,1
590,13,44,31,20/2/2017,1
591,13,44,31,21/2/2017,1
592,13,44,31,22/2/2017,1
593,13,44,31,23/2/2017,1
594,13,44,31,24/2/2017,1
595,13,44,31,25/2/2017,1
596,13,44,31,26/2/2017,1
597,13,44,31,27/2/2017,1
598,13,44,31,28/2/2017,1
599,13,44,31,1/3/2017,1
600,13,44,31,2/3/2017,1
601,13,44,31,3/3/2017,1
602,13,44,31,4/3/2017,1
603,13,44,31,5/3/2017,1
604,13,44,31,6/3/2017,1
605,13,44,31,7/3/2017,1
606,13,44,31,8/3/2017,1
607,13,44,31,9/3/2017,1
608,13,44,31,10/3/2017,1
609,13,44,31,11/3/2017,1
610,13,44,31,12/3/2017,1
611,13,44,31,13/3/2017,1
612,13,44,31,14/3/2017,1
613,13,44,31,15/3/2017,1
614,13,44,31,16/3/2017,1
615,13,44,31,17/3/2017,1
616,13,44,31,18/3/2017,1
617,13,44,31,19/3/2017,1
618,13,44,31,20/3/2017,1
619,13,44,31,21/3/2017,1
620,13,44,31,22/3/2017,1
621,13,44,31,23/3/2017,1
622,13,44,31,24/3/2017,1
623,13,44,31,25/3/2017,1
624,13,44,31,26/3/2017,1
625,13,44,31,27/3/2017,1
626,13,44,31,28/3/2017,1
627,13,44,31,29/3/2017,1
628,13,44,31,30/3/2017,1
629,13,44,31,31/3/2017,1
630,13,47,11,1/1/2017,8
631,13,47,11,2/1/2017,8
632,13,47,11,3/1/2017,8
633,13,47,11,4/1/2017,8
634,13,47,11,5/1/2017,7
635,13,47,11,6/1/2017,7
636,13,47,11,7/1/2017,7
637,13,47,11,8/1/2017,7
638,13,47,11,9/1/2017,7
639,13,47,11,10/1/2017,8
640,13,47,11,11/1/2017,8
641,13,47,11,12/1/2017,8
642,13,47,11,13/1/2017,8
643,13,47,11,14/1/2017,10
644,13,47,11,15/1/2017,10
645,13,47,11,16/1/2017,10
646,13,47,11,17/1/2017,9
647,13,47,11,18/1/2017,9
648,13,47,11,19/1/2017,9
649,13,47,11,20/1/2017,9
650,13,47,11,21/1/2017,9
651,13,47,11,22/1/2017,9
652,13,47,11,23/1/2017,9
653,13,47,11,24/1/2017,9
654,13,47,11,25/1/2017,9
655,13,47,11,26/1/2017,9
656,13,47,11,27/1/2017,9
657,13,47,11,28/1/2017,9
658,13,47,11,29/1/2017,11
659,13,47,11,30/1/2017,11
660,13,47,11,31/1/2017,11
661,13,47,11,1/2/2017,11
662,13,47,11,2/2/2017,11
663,13,47,11,3/2/2017,11
664,13,47,11,4/2/2017,11
665,13,47,11,5/2/2017,11
666,13,47,11,6/2/2017,11
667,13,47,11,7/2/2017,2
668,13,47,11,8/2/2017,1
669,13,47,11,9/2/2017,3
670,13,47,11,10/2/2017,3
671,13,47,11,11/2/2017,3
672,13,47,11,12/2/2017,2
673,13,47,11,13/2/2017,2
674,13,47,11,14/2/2017,2
675,13,47,11,15/2/2017,2
676,13,47,11,16/2/2017,2
677,13,47,11,17/2/2017,3
678,13,47,11,18/2/2017,3
679,13,47,11,19/2/2017,4
680,13,47,11,20/2/2017,2
681,13,47,11,21/2/2017,7
682,13,47,11,22/2/2017,6
683,13,47,11,23/2/2017,5
684,13,47,11,24/2/2017,5
685,13,47,11,25/2/2017,5
686,13,47,11,26/2/2017,4
687,13,47,11,27/2/2017,6
688,13,47,11,28/2/2017,1
689,13,47,11,1/3/2017,2
690,13,47,11,2/3/2017,8
691,13,47,11,3/3/2017,5
692,13,47,11,4/3/2017,5
693,13,47,11,5/3/2017,5
694,13,47,11,6/3/2017,10
695,13,47,11,7/3/2017,7
696,13,47,11,8/3/2017,5
697,13,47,11,9/3/2017,1
698,13,47,11,10/3/2017,1
699,13,47,11,11/3/2017,1
700,13,47,11,12/3/2017,1
701,13,47,11,13/3/2017,1
702,13,47,11,14/3/2017,1
703,13,47,11,15/3/2017,1
704,13,47,11,16/3/2017,
705,13,47,11,17/3/2017,1
706,13,47,11,18/3/2017,1
707,13,47,11,19/3/2017,1
708,13,47,11,20/3/2017,1
709,13,47,11,21/3/2017,13
710,13,47,11,22/3/2017,12
711,13,47,11,23/3/2017,11
712,13,47,11,24/3/2017,14
713,13,47,11,25/3/2017,14
714,13,47,11,26/3/2017,14
715,13,47,11,27/3/2017,12
716,13,47,11,28/3/2017,7
717,13,47,11,29/3/2017,4
718,13,47,11,30/3/2017,1
719,34,40,6,22/2/2017,1
720,34,40,6,23/2/2017,1
721,34,40,6,24/2/2017,1
722,34,40,6,25/2/2017,1
723,34,40,6,26/2/2017,1
724,34,40,6,27/2/2017,1
725,34,40,6,28/2/2017,1
726,34,42,6,1/1/2017,4
727,34,42,6,2/1/2017,4
728,34,42,6,3/1/2017,4
729,34,42,6,4/1/2017,4
730,34,42,6,5/1/2017,4
731,34,42,6,6/1/2017,9
732,34,42,6,7/1/2017,9
733,34,42,6,8/1/2017,9
734,34,42,6,9/1/2017,8
735,34,42,6,10/1/2017,8
736,34,42,6,11/1/2017,8
737,34,42,6,12/1/2017,8
738,34,42,6,13/1/2017,8
739,34,42,6,14/1/2017,8
740,34,42,6,15/1/2017,8
741,34,42,6,16/1/2017,7
742,34,42,6,17/1/2017,7
743,34,42,6,18/1/2017,7
744,34,42,6,19/1/2017,7
745,34,42,6,20/1/2017,6
746,34,42,6,21/1/2017,6
747,34,42,6,22/1/2017,6
748,34,42,6,23/1/2017,5
749,34,42,6,24/1/2017,5
750,34,42,6,25/1/2017,5
751,34,42,6,26/1/2017,5
752,34,42,6,27/1/2017,5
753,34,42,6,28/1/2017,5
754,34,42,6,29/1/2017,5
755,34,42,6,30/1/2017,4
756,34,42,6,31/1/2017,4
757,34,42,6,1/2/2017,4
758,34,42,6,2/2/2017,1
759,34,42,6,3/2/2017,
760,34,42,6,4/2/2017,
761,34,42,6,5/2/2017,
762,34,42,6,6/2/2017,
763,34,42,6,7/2/2017,6
764,34,42,6,8/2/2017,6
765,34,42,6,9/2/2017,5
766,34,42,6,10/2/2017,5
767,34,42,6,11/2/2017,5
768,34,42,6,12/2/2017,5
769,34,42,6,13/2/2017,4
770,34,42,6,14/2/2017,4
771,34,42,6,15/2/2017,10
772,34,42,6,16/2/2017,8
773,34,42,6,17/2/2017,7
774,34,42,6,18/2/2017,7
775,34,42,6,19/2/2017,7
776,34,42,6,20/2/2017,7
777,34,42,6,21/2/2017,7
778,34,42,6,22/2/2017,7
779,34,42,6,23/2/2017,6
780,34,42,6,24/2/2017,6
781,34,42,6,25/2/2017,6
782,34,42,6,26/2/2017,6
783,34,42,6,27/2/2017,4
784,34,42,6,28/2/2017,4
785,34,42,6,1/3/2017,8
786,34,42,6,2/3/2017,7
787,34,42,6,3/3/2017,6
788,34,42,6,4/3/2017,6
789,34,42,6,5/3/2017,6
790,34,42,6,6/3/2017,5
791,34,42,6,7/3/2017,4
792,34,42,6,8/3/2017,4
793,34,42,6,9/3/2017,4
794,34,42,6,10/3/2017,4
795,34,42,6,11/3/2017,4
796,34,42,6,12/3/2017,3
797,34,42,6,13/3/2017,7
798,34,42,6,14/3/2017,7
799,34,42,6,15/3/2017,7
800,34,42,6,16/3/2017,6
801,34,42,6,17/3/2017,4
802,34,42,6,18/3/2017,4
803,34,42,6,19/3/2017,4
804,34,42,6,20/3/2017,3
805,34,42,6,21/3/2017,3
806,34,42,6,22/3/2017,9
807,34,42,6,23/3/2017,9
808,34,42,6,24/3/2017,8
809,34,42,6,25/3/2017,8
810,34,42,6,26/3/2017,8
811,34,42,6,27/3/2017,6
812,34,42,6,28/3/2017,6
813,34,42,6,29/3/2017,12
814,34,42,6,30/3/2017,10
815,34,42,6,31/3/2017,10
816,34,42,31,1/1/2017,3
817,34,42,31,2/1/2017,3
818,34,42,31,3/1/2017,
819,34,42,31,4/1/2017,
